age,transaction_amount,account_balance,num_transactions_today,is_foreign_transaction,transaction_hour,prev_fraud_flag,merchant_distance_km,merchant_risk_score,is_fraud
64.0,9426.59,45186.77,12.0,0.0,16.0,0.0,381.6,5.4,0
33.0,7188.56,14668.59,34.0,0.0,2.0,0.0,3549.5,1.3,1
56.0,12090.54,17065.13,45.0,0.0,16.0,0.0,1365.3,6.5,1
57.0,6364.31,24193.31,2.0,0.0,23.0,0.0,114.2,8.4,0
57.0,184.11,34481.4,24.0,0.0,4.0,0.0,3635.8,7.8,0
51.0,820.43,5056.62,45.0,0.0,14.0,0.0,1777.7,3.6,0
39.0,4520.71,25294.13,13.0,0.0,4.0,0.0,1478.6,9.4,0
23.0,8661.56,22719.06,31.0,0.0,3.0,0.0,416.0,6.4,0
68.0,14289.51,9693.33,36.0,0.0,16.0,0.0,3720.8,2.1,1
29.0,5524.71,23921.33,26.0,0.0,20.0,0.0,3171.7,7.8,1
36.0,5395.57,48299.54,22.0,1.0,15.0,0.0,1439.2,1.7,1
28.0,2524.68,6127.02,20.0,0.0,4.0,0.0,3639.2,9.0,1
29.0,6386.11,22932.53,4.0,0.0,11.0,0.0,3545.6,5.9,1
72.0,11889.74,31653.11,14.0,0.0,7.0,0.0,4222.5,7.8,1
62.0,12556.07,48797.05,11.0,0.0,2.0,0.0,2647.5,1.8,0
73.0,8267.39,1346.51,42.0,0.0,5.0,1.0,4686.6,1.6,1
19.0,4366.87,22332.11,11.0,0.0,7.0,0.0,4271.2,1.7,0
52.0,3659.4,25477.41,45.0,1.0,8.0,0.0,3224.1,4.8,0
49.0,7897.43,3392.13,30.0,0.0,13.0,1.0,3358.6,1.7,1
67.0,4315.73,35964.77,43.0,0.0,9.0,0.0,894.4,7.1,0
25.0,14338.7,17413.79,,0.0,17.0,0.0,1023.0,3.6,1
31.0,7956.77,16640.37,28.0,1.0,19.0,0.0,200.1,9.4,1
49.0,12491.15,11016.68,15.0,1.0,5.0,0.0,4324.3,4.9,1
62.0,2190.01,39684.8,,0.0,15.0,0.0,3365.3,3.8,0
42.0,5079.94,8267.8,14.0,1.0,19.0,0.0,313.8,1.0,0
32.0,13799.28,,3.0,0.0,9.0,0.0,,6.5,1
19.0,14435.69,19007.32,2.0,0.0,15.0,0.0,1930.2,3.2,0
30.0,6900.7,,30.0,0.0,18.0,0.0,3638.2,7.3,0
62.0,5340.48,14106.52,46.0,0.0,8.0,0.0,4460.7,7.9,1
28.0,11346.78,20631.81,9.0,0.0,8.0,0.0,1581.7,7.3,1
63.0,5963.67,38445.0,17.0,0.0,13.0,0.0,2017.5,2.4,1
63.0,13902.01,39246.57,13.0,0.0,9.0,0.0,2783.6,6.6,0
24.0,9972.03,6632.2,42.0,0.0,2.0,0.0,3739.2,3.3,1
37.0,2801.25,20711.76,40.0,0.0,20.0,0.0,855.6,6.0,0
42.0,13414.61,47996.1,35.0,0.0,4.0,0.0,572.2,4.7,0
32.0,10313.64,33260.02,34.0,0.0,18.0,0.0,2644.5,4.1,0
45.0,13241.07,39304.17,24.0,0.0,10.0,0.0,3360.2,3.4,1
20.0,7949.68,38615.85,43.0,0.0,13.0,0.0,2058.0,2.2,0
25.0,6622.98,28237.08,29.0,0.0,19.0,0.0,4940.6,8.1,1
18.0,130.97,11451.57,18.0,0.0,10.0,0.0,4953.5,1.3,0
30.0,4337.38,12652.36,,0.0,3.0,0.0,1240.7,2.7,0
34.0,7516.66,1839.65,26.0,0.0,4.0,0.0,3472.1,1.3,0
64.0,311.24,26678.12,12.0,0.0,10.0,0.0,178.1,1.9,0
53.0,2132.13,25523.43,1.0,0.0,22.0,0.0,983.4,5.4,0
33.0,8520.54,15851.18,35.0,1.0,10.0,0.0,3314.1,4.7,1
43.0,9641.27,17055.56,29.0,0.0,7.0,1.0,982.7,2.2,1
27.0,328.46,9169.87,32.0,0.0,19.0,1.0,2993.1,3.1,1
24.0,2309.85,36271.78,25.0,0.0,19.0,0.0,2820.4,5.1,0
61.0,13470.29,40283.03,20.0,0.0,20.0,0.0,3895.9,7.2,1
27.0,11641.37,23382.26,6.0,0.0,12.0,1.0,2421.4,1.5,1
34.0,11373.36,25771.74,32.0,0.0,3.0,0.0,2003.4,5.7,1
46.0,12844.79,47973.85,9.0,0.0,18.0,0.0,1307.8,6.2,0
69.0,328.35,7268.51,27.0,0.0,16.0,1.0,77.0,1.7,1
71.0,9381.71,,47.0,0.0,11.0,0.0,4761.9,1.3,0
73.0,3780.6,25999.81,34.0,0.0,8.0,0.0,426.5,9.6,1
34.0,7704.82,45503.85,9.0,0.0,8.0,0.0,129.3,5.8,0
43.0,8053.37,15297.1,46.0,0.0,0.0,0.0,2557.7,1.4,1
48.0,10675.96,34492.58,40.0,0.0,5.0,0.0,3297.6,5.2,1
31.0,8554.09,43797.27,14.0,0.0,,0.0,2102.8,3.3,0
39.0,7100.75,3546.31,47.0,0.0,17.0,0.0,3655.7,6.9,1
28.0,12342.59,49710.57,36.0,0.0,2.0,0.0,4016.2,2.4,0
50.0,6783.14,37650.14,20.0,0.0,0.0,0.0,4202.5,6.2,1
26.0,1564.0,47356.65,12.0,0.0,6.0,1.0,4723.0,4.8,1
63.0,3090.45,38787.75,40.0,0.0,15.0,0.0,1990.7,4.9,1
55.0,7073.6,9408.33,6.0,0.0,17.0,0.0,2068.6,7.7,0
36.0,12143.78,9922.41,12.0,0.0,9.0,0.0,3903.9,8.7,1
37.0,4545.09,23776.57,29.0,0.0,1.0,0.0,4426.6,5.1,1
20.0,14858.4,483.08,23.0,0.0,13.0,0.0,1546.7,2.0,0
31.0,6793.49,35562.58,45.0,1.0,10.0,0.0,1053.5,6.6,1
57.0,13228.16,20923.21,25.0,0.0,2.0,0.0,1596.8,7.4,1
,14608.91,37866.33,11.0,0.0,11.0,0.0,2435.8,,0
69.0,4478.53,35496.51,4.0,0.0,16.0,0.0,1011.3,7.6,0
68.0,14076.09,29099.68,34.0,0.0,23.0,0.0,4363.4,6.2,1
53.0,3481.49,10877.13,22.0,0.0,23.0,0.0,4977.3,7.0,1
60.0,676.61,5584.69,17.0,0.0,14.0,1.0,4828.4,8.6,1
20.0,3463.28,8179.29,1.0,0.0,19.0,0.0,3030.7,7.0,1
55.0,3358.64,46021.8,48.0,0.0,19.0,0.0,1940.5,7.1,0
65.0,11239.78,,47.0,1.0,21.0,0.0,2301.7,9.5,1
53.0,13536.37,3440.92,7.0,0.0,5.0,0.0,4397.7,3.9,0
74.0,10295.79,32866.42,4.0,0.0,2.0,1.0,1518.4,4.1,1
32.0,12500.76,41671.63,7.0,0.0,22.0,0.0,2418.9,5.9,1
23.0,7502.98,160.59,18.0,0.0,9.0,0.0,205.3,6.0,0
,12621.66,20285.17,17.0,0.0,4.0,0.0,4207.3,3.7,1
46.0,2650.22,28615.54,13.0,1.0,7.0,0.0,133.3,5.6,0
29.0,3437.47,21153.05,22.0,0.0,2.0,0.0,242.1,3.1,0
62.0,13641.33,46386.56,23.0,0.0,14.0,0.0,1059.2,3.1,1
21.0,94.42,24307.92,6.0,1.0,21.0,1.0,1370.9,7.6,1
44.0,,11419.45,4.0,0.0,16.0,0.0,3705.5,8.4,1
25.0,4119.31,20816.68,5.0,0.0,22.0,0.0,3559.8,2.6,0
49.0,10728.57,21382.7,30.0,0.0,16.0,0.0,2945.1,9.9,0
22.0,9082.15,43498.22,28.0,1.0,17.0,0.0,2896.7,9.2,1
30.0,891.25,18832.31,17.0,,4.0,0.0,723.2,6.8,0
49.0,12365.86,21535.85,15.0,0.0,23.0,0.0,3616.1,7.4,0
22.0,575.02,32377.52,2.0,0.0,3.0,0.0,,1.7,0
69.0,3060.32,5066.49,7.0,0.0,18.0,0.0,4507.9,1.0,0
41.0,11997.71,9441.13,30.0,0.0,3.0,0.0,1931.4,8.9,1
52.0,11832.26,46631.28,7.0,0.0,20.0,0.0,2756.2,3.2,0
35.0,7289.07,12674.83,,0.0,4.0,0.0,2947.5,8.5,0
63.0,8892.05,35605.06,1.0,,6.0,0.0,958.7,8.3,0
67.0,6408.61,26602.13,16.0,0.0,12.0,0.0,177.4,8.3,0
32.0,5736.47,24493.67,1.0,1.0,2.0,0.0,4080.5,6.8,1
54.0,10104.11,5673.29,22.0,0.0,14.0,1.0,933.5,2.6,1
67.0,5299.25,33321.29,2.0,0.0,21.0,0.0,4751.6,3.3,1
31.0,2689.97,21505.98,22.0,0.0,12.0,0.0,1226.7,4.1,0
65.0,13777.01,7971.76,28.0,1.0,18.0,1.0,1616.5,,1
68.0,207.88,,45.0,0.0,2.0,0.0,331.4,6.4,0
38.0,11708.04,17653.8,35.0,1.0,8.0,0.0,3734.6,3.1,1
22.0,11492.79,47622.96,4.0,0.0,1.0,,3039.5,3.7,0
59.0,10840.76,47699.74,36.0,0.0,9.0,0.0,3717.3,5.6,1
46.0,4893.76,48055.99,7.0,0.0,20.0,0.0,1986.9,3.3,1
33.0,1672.74,2777.27,33.0,0.0,16.0,0.0,3956.3,8.4,1
36.0,6424.02,8479.07,25.0,0.0,7.0,0.0,2518.8,7.4,1
60.0,2438.51,17526.23,28.0,0.0,17.0,0.0,3000.0,1.6,1
56.0,780.98,18676.66,3.0,1.0,3.0,0.0,1485.8,2.3,0
50.0,3787.89,32898.17,44.0,,1.0,0.0,4701.8,8.6,0
21.0,9915.58,10338.48,11.0,0.0,13.0,0.0,3923.7,3.5,0
56.0,7339.36,19169.84,5.0,0.0,3.0,0.0,2471.3,2.1,0
46.0,11943.48,,26.0,0.0,19.0,1.0,333.1,1.0,0
31.0,12901.08,16401.44,27.0,0.0,2.0,0.0,1600.5,1.3,1
51.0,3944.44,36578.23,21.0,1.0,0.0,0.0,4010.2,1.8,0
69.0,6680.85,38023.22,18.0,0.0,19.0,0.0,2412.2,7.8,1
18.0,5525.58,35822.51,22.0,0.0,21.0,0.0,240.6,3.6,0
32.0,4992.91,11030.63,44.0,1.0,12.0,0.0,2784.4,9.5,1
40.0,5761.48,6402.74,35.0,0.0,15.0,0.0,4705.3,6.1,0
69.0,13002.61,23940.48,48.0,0.0,2.0,0.0,962.3,6.7,0
68.0,13629.17,16130.17,14.0,1.0,16.0,0.0,1299.1,3.7,1
57.0,8855.49,10094.86,31.0,0.0,18.0,0.0,4147.5,3.0,1
68.0,1186.75,9887.52,49.0,0.0,15.0,0.0,3796.0,9.1,0
53.0,12532.18,48212.74,21.0,0.0,14.0,0.0,2835.3,3.2,0
22.0,7200.72,32928.04,27.0,0.0,6.0,0.0,2874.9,6.2,1
39.0,4269.01,41024.18,11.0,0.0,20.0,0.0,1390.8,6.7,0
69.0,3708.99,43538.49,17.0,0.0,18.0,0.0,4993.6,6.4,1
26.0,10765.0,32249.58,1.0,1.0,9.0,0.0,1550.6,10.0,1
66.0,2030.02,10580.19,47.0,0.0,,0.0,2446.7,1.0,0
45.0,2861.0,22725.32,10.0,0.0,14.0,0.0,145.1,4.6,0
21.0,6250.97,20817.17,14.0,0.0,11.0,1.0,2041.1,9.9,1
22.0,8307.46,40211.54,19.0,1.0,3.0,0.0,1030.8,2.2,0
,1296.02,14228.19,39.0,,11.0,0.0,1359.5,5.2,0
21.0,10755.27,38229.77,47.0,1.0,23.0,0.0,2036.5,3.8,1
27.0,8831.59,2157.73,44.0,1.0,5.0,0.0,2620.6,4.8,1
43.0,14368.17,5124.01,9.0,0.0,9.0,0.0,479.7,8.5,0
70.0,10682.2,24145.96,26.0,1.0,0.0,0.0,12.5,,0
73.0,7777.11,17080.43,9.0,1.0,3.0,0.0,311.1,1.3,0
37.0,14824.87,37338.95,33.0,,18.0,1.0,4398.5,4.8,1
48.0,13432.22,44676.76,10.0,0.0,23.0,0.0,2922.8,5.0,1
59.0,13580.69,15640.26,32.0,0.0,8.0,0.0,575.5,10.0,1
25.0,5661.27,28072.12,9.0,0.0,11.0,0.0,3032.4,9.5,1
58.0,11188.87,26110.87,1.0,1.0,2.0,0.0,4134.3,5.2,1
20.0,,29258.0,45.0,0.0,9.0,1.0,3689.6,3.7,1
57.0,13430.38,18246.43,41.0,0.0,4.0,0.0,4900.2,,1
59.0,10913.5,4757.73,42.0,,21.0,1.0,402.9,9.8,1
71.0,4352.94,14361.44,47.0,0.0,4.0,0.0,1611.3,,0
32.0,10860.61,27258.17,37.0,0.0,23.0,0.0,3446.4,8.3,1
,1800.45,5308.85,4.0,0.0,8.0,0.0,2564.3,10.0,0
59.0,10486.68,29305.58,26.0,0.0,10.0,0.0,3590.9,6.8,0
20.0,921.75,17030.79,45.0,0.0,8.0,0.0,1301.3,9.2,1
21.0,5433.56,1494.52,35.0,0.0,14.0,0.0,2137.5,7.7,1
27.0,5607.6,16809.85,13.0,0.0,20.0,0.0,1656.7,2.2,0
58.0,2706.42,37518.68,18.0,0.0,1.0,0.0,4946.2,8.6,0
71.0,9422.5,5428.84,42.0,0.0,6.0,0.0,318.3,9.8,0
58.0,14320.01,19653.21,47.0,0.0,4.0,0.0,4206.6,5.1,0
51.0,13275.16,17517.21,47.0,0.0,6.0,0.0,4538.6,2.7,0
53.0,2461.6,10414.96,14.0,0.0,9.0,0.0,4761.3,,1
60.0,13176.56,15947.2,16.0,0.0,12.0,0.0,4869.7,1.7,1
46.0,4692.83,41905.26,27.0,1.0,15.0,0.0,3073.6,4.2,1
64.0,13094.23,10265.54,19.0,0.0,23.0,1.0,1886.6,7.3,1
37.0,7891.01,35985.89,2.0,0.0,7.0,0.0,3282.4,5.8,1
73.0,3932.76,3219.35,33.0,1.0,8.0,0.0,4879.4,2.0,1
20.0,9595.88,47182.88,6.0,0.0,13.0,0.0,3540.4,8.7,1
51.0,5844.08,9175.38,9.0,0.0,17.0,0.0,,4.7,0
43.0,1594.14,30960.79,22.0,0.0,15.0,0.0,456.6,6.5,0
72.0,10910.58,29507.96,30.0,0.0,1.0,0.0,1631.3,5.1,0
35.0,11056.49,42216.23,35.0,0.0,21.0,0.0,4575.1,9.1,1
54.0,14001.4,44472.29,28.0,0.0,8.0,0.0,1275.2,2.1,0
34.0,2036.67,26449.9,23.0,1.0,8.0,0.0,2601.2,8.9,1
29.0,12128.21,20878.35,25.0,,18.0,0.0,1235.4,8.4,1
48.0,1802.4,1261.99,3.0,0.0,6.0,0.0,1298.4,8.3,0
54.0,8522.27,14627.96,29.0,0.0,15.0,0.0,2934.7,3.3,0
37.0,1617.76,40549.68,21.0,,21.0,0.0,3408.0,7.5,1
22.0,6235.75,12769.74,32.0,0.0,20.0,0.0,605.7,3.3,0
41.0,5052.33,14334.68,7.0,0.0,1.0,0.0,881.1,6.3,0
38.0,4507.23,1573.08,3.0,0.0,20.0,0.0,1291.3,4.4,0
38.0,13988.08,8902.17,48.0,0.0,0.0,0.0,1618.9,4.4,1
65.0,14011.66,8365.92,37.0,0.0,0.0,0.0,1129.7,5.2,1
35.0,4251.77,8751.06,22.0,1.0,13.0,0.0,4255.3,7.3,1
22.0,7905.27,49847.66,29.0,0.0,14.0,0.0,705.6,7.5,1
62.0,,15765.14,24.0,0.0,14.0,0.0,2637.5,3.6,0
34.0,11261.34,48211.77,32.0,0.0,7.0,0.0,3275.8,6.4,1
69.0,6605.75,46410.87,11.0,0.0,20.0,0.0,4033.7,7.7,0
28.0,12510.79,16833.69,8.0,0.0,1.0,,3582.7,6.3,1
33.0,13956.51,34782.7,39.0,0.0,15.0,0.0,2371.5,,1
58.0,9560.78,29569.11,21.0,0.0,18.0,0.0,1273.0,5.2,0
59.0,1866.89,46604.38,2.0,0.0,5.0,0.0,155.7,6.2,0
69.0,732.44,16523.27,22.0,0.0,22.0,0.0,822.1,9.1,0
35.0,7048.81,33525.56,47.0,0.0,11.0,0.0,857.6,6.0,1
59.0,13741.53,39370.39,11.0,0.0,16.0,0.0,1942.6,8.6,1
28.0,13719.14,36117.46,4.0,1.0,11.0,0.0,3505.3,6.0,1
47.0,8968.8,38820.09,12.0,0.0,22.0,0.0,2178.9,3.6,0
25.0,7777.86,33945.02,40.0,0.0,10.0,0.0,489.7,9.7,0
30.0,3427.37,35764.5,34.0,1.0,17.0,0.0,1615.2,8.3,1
42.0,950.66,23129.55,29.0,0.0,10.0,0.0,3120.5,3.6,0
52.0,6463.44,11067.84,,0.0,10.0,0.0,3484.7,2.7,1
,876.5,9777.84,13.0,1.0,7.0,1.0,23.2,3.0,0
67.0,1056.12,3643.36,29.0,0.0,5.0,0.0,4806.1,2.9,0
33.0,2230.77,15275.61,46.0,1.0,9.0,0.0,689.5,6.9,1
40.0,5631.96,,24.0,0.0,20.0,0.0,1373.8,7.7,1
74.0,9509.54,43262.74,27.0,0.0,15.0,0.0,1910.2,4.6,0
41.0,3423.59,10908.05,41.0,0.0,15.0,0.0,1232.2,3.4,0
67.0,8852.36,16845.8,23.0,0.0,20.0,0.0,936.2,1.2,0
67.0,13980.14,10189.84,25.0,0.0,0.0,0.0,4847.9,2.0,0
28.0,11607.83,30929.66,3.0,0.0,0.0,0.0,4958.1,3.1,0
41.0,7229.29,29472.08,42.0,0.0,6.0,0.0,3348.2,9.0,1
70.0,3080.56,41898.86,49.0,0.0,7.0,0.0,559.5,8.2,0
32.0,4960.14,35511.48,28.0,0.0,19.0,0.0,704.8,8.5,1
62.0,13670.71,38193.05,44.0,0.0,8.0,1.0,2455.1,7.9,1
35.0,4423.53,14949.82,29.0,,12.0,0.0,2580.4,1.2,1
60.0,8435.94,41579.13,17.0,0.0,21.0,0.0,2244.5,4.7,0
70.0,11853.2,9537.81,,0.0,17.0,0.0,1855.2,1.8,0
36.0,2590.13,5011.0,41.0,0.0,12.0,1.0,84.9,5.3,1
60.0,262.07,36883.14,7.0,0.0,10.0,0.0,38.0,2.7,0
24.0,733.06,41797.43,45.0,0.0,22.0,0.0,4775.2,9.4,1
52.0,14072.12,37970.69,8.0,0.0,22.0,1.0,463.6,4.5,0
26.0,8082.87,33215.48,26.0,0.0,12.0,0.0,150.1,2.2,0
28.0,,23962.2,,0.0,17.0,0.0,938.0,6.0,0
44.0,,47472.54,43.0,0.0,9.0,0.0,70.1,3.3,0
64.0,458.17,10645.06,1.0,0.0,10.0,0.0,4232.1,5.4,1
30.0,12384.2,26566.26,44.0,0.0,6.0,0.0,1266.4,1.6,0
48.0,6475.28,38224.94,36.0,0.0,6.0,0.0,4553.3,9.0,1
63.0,13285.02,20693.15,5.0,0.0,19.0,0.0,768.3,2.6,0
74.0,8086.38,30326.57,2.0,0.0,19.0,0.0,2818.1,5.9,0
51.0,6892.6,19051.39,36.0,0.0,17.0,0.0,4122.5,5.7,1
42.0,3046.43,26736.68,30.0,0.0,1.0,0.0,3532.7,8.9,1
29.0,307.19,15684.31,9.0,0.0,0.0,0.0,2739.7,5.4,0
59.0,848.03,49136.17,9.0,1.0,5.0,0.0,1680.0,5.2,0
20.0,1258.12,39717.81,27.0,0.0,9.0,,1000.1,8.9,1
68.0_err,11002.25,,40.0,0.0,9.0,0.0,1221.9,9.3,0
35.0,11842.72,34354.6,1.0,0.0,15.0,0.0,4608.2,7.3,0
33.0,14165.41,11822.22,47.0,0.0,17.0,1.0,1211.5,5.9,1
24.0,14805.65,14988.3,33.0,0.0,22.0,0.0,778.6,3.2,1
26.0,8001.82,20311.28,24.0,,7.0,0.0,4872.1,8.2,1
26.0,4216.64,25451.06,1.0,0.0,5.0,0.0,2213.7,7.6,0
57.0,7752.35,45563.62,25.0,0.0,19.0,1.0,2264.3,3.7,0
51.0,7557.8,47925.2,49.0,0.0,1.0,0.0,750.7,7.8,0
59.0,4662.62,30766.71,27.0,0.0,19.0,0.0,3542.9,6.5,1
59.0,6569.16,21307.2,19.0,0.0,19.0,0.0,3083.4,5.3,0
39.0,308.97,8694.96,6.0,0.0,,0.0,362.9,1.7,0
45.0,5245.82,36158.23,20.0,0.0,11.0,0.0,3514.4,1.9,0
28.0,9526.41,7770.65,20.0,1.0,10.0,0.0,446.9,3.6,0
37.0,8388.56,2365.71,14.0,0.0,20.0,0.0,3379.2,7.7,1
50.0,13449.8,31413.2,,0.0,13.0,0.0,3673.0,1.6,0
40.0,13219.75,24381.44,43.0,0.0,8.0,0.0,2793.9,5.4,0
20.0,628.41,41199.46,20.0,0.0,22.0,0.0,4028.2,3.2,1
23.0,9355.93,2464.81,7.0,0.0,21.0,0.0,1484.1,2.3,0
33.0,,37729.12,1.0,0.0,6.0,0.0,2063.7,4.7,0
52.0,2674.93,29802.04,46.0,0.0,2.0,0.0,3822.2,7.3,0
44.0,182.46,43564.11,17.0,0.0,14.0,0.0,4816.8,7.5,1
24.0,12657.75,8102.28,29.0,0.0,16.0,0.0,2321.0,6.1,1
28.0,14570.67,47590.8,14.0,0.0,18.0,0.0,2136.7,9.4,1
57.0,9637.1,27507.6,17.0,0.0,11.0,0.0,4795.8,4.9,1
70.0,9241.84,10169.35,22.0,1.0,12.0,0.0,2226.3,3.8,1
61.0,3688.19,10482.26,2.0,0.0,7.0,0.0,3307.7,5.0,0
70.0,11692.49,22906.56,14.0,0.0,6.0,0.0,3499.2,4.3,0
66.0,1946.41,37764.24,33.0,0.0,19.0,1.0,2334.0,1.5,1
40.0,6342.71,39807.42,7.0,0.0,0.0,0.0,994.2,6.5,0
23.0,11039.7,6765.19,46.0,1.0,12.0,0.0,4224.6,1.7,1
72.0,12870.44,9284.08,31.0,0.0,9.0,0.0,4709.5,2.3,1
20.0,13934.91,6068.21,14.0,0.0,19.0,0.0,306.6,1.8,0
64.0,14133.92,12051.95,14.0,0.0,5.0,0.0,1107.4,4.5,0
67.0,5500.86,7989.95,1.0,0.0,1.0,0.0,1284.1,1.3,0
19.0,9325.49,33200.53,19.0,0.0,13.0,0.0,721.0,5.8,1
52.0,2120.95,11314.54,28.0,1.0,22.0,0.0,,1.8,1
50.0,1416.91,16074.96,45.0,0.0,15.0,0.0,3297.7,7.9,1
35.0,7944.17,45131.83,14.0,0.0,18.0,0.0,1700.4,2.1,0
60.0,5770.76,24025.92,26.0,0.0,16.0,0.0,4551.8,9.4,1
63.0,13595.79,11868.02,24.0,0.0,3.0,0.0,2253.6,4.3,0
50.0,2772.79,34625.16,36.0,0.0,4.0,1.0,1507.6,5.6,1
60.0,9210.08,36001.62,43.0,0.0,15.0,0.0,1751.7,6.4,0
37.0,3840.59,9471.96,10.0,0.0,9.0,0.0,1026.0,7.2,0
33.0,13682.97,31836.05,39.0,1.0,5.0,0.0,546.2,2.0,1
33.0,1606.8,47049.23,33.0,0.0,11.0,0.0,3665.9,7.0,0
66.0,13349.28,2323.7,15.0,0.0,6.0,0.0,2877.2,5.8,0
25.0,14420.63,48765.38,22.0,0.0,2.0,0.0,3229.4,4.4,1
41.0,3610.26,45184.45,29.0,0.0,20.0,0.0,2420.8,3.9,0
50.0,13965.98,24503.98,38.0,0.0,0.0,0.0,142.7,8.7,0
26.0,10960.5,17699.75,19.0,1.0,7.0,0.0,2506.5,7.3,1
51.0,2730.77,23936.74,8.0,0.0,22.0,0.0,3975.1,3.3,0
35.0,11195.58,7633.55,,1.0,4.0,0.0,3237.1,1.3,1
50.0,4407.04,45392.91,36.0,0.0,11.0,,1755.3,8.5,1
52.0,8713.8,42252.1,44.0,0.0,15.0,0.0,1599.0,5.8,0
40.0,6401.14,28041.52,47.0,1.0,19.0,0.0,1480.2,7.0,0
24.0,4738.07,248.99,5.0,0.0,12.0,0.0,3201.3,4.3,0
72.0,5521.86,31093.39,10.0,0.0,6.0,0.0,508.4,8.2,0
67.0,10283.42,14598.25,28.0,0.0,19.0,0.0,3999.9,1.3,1
25.0,5477.54,5996.83,14.0,0.0,17.0,0.0,301.6,5.1,0
20.0,9674.4,33121.08,46.0,1.0,1.0,0.0,2561.3,2.2,1
50.0,5698.16,32171.54,25.0,0.0,12.0,0.0,4800.3,3.0,1
68.0,9789.6,16002.79,48.0,0.0,16.0,0.0,3758.6,6.8,0
31.0,11135.15,39991.52,11.0,0.0,20.0,0.0,1758.5,3.2,0
27.0,4096.49,48224.14,2.0,0.0,2.0,0.0,1717.1,3.7,0
43.0,8407.57,,,1.0,15.0,0.0,1825.9,7.9,0
60.0,2819.95,46703.43,9.0,0.0,20.0,0.0,658.4,2.3,0
36.0,229.65,20089.44,42.0,0.0,12.0,0.0,,2.8,0
46.0,6244.28,47715.78,20.0,0.0,11.0,0.0,1907.4,8.6,1
27.0,7604.06,3225.64,17.0,0.0,22.0,1.0,4924.9,8.4,1
72.0,725.55,32013.54,38.0,0.0,16.0,0.0,2372.6,1.8,0
72.0,9204.8,16108.44,23.0,0.0,12.0,0.0,1981.5,10.0,1
69.0,5702.84,39475.61,37.0,1.0,14.0,0.0,3114.0,2.8,0
57.0,6777.04,12643.53,7.0,0.0,22.0,0.0,987.5,8.3,0
39.0,10678.55,32967.7,7.0,0.0,0.0,1.0,2.6,5.5,0
21.0,1662.82,19955.82,15.0,1.0,1.0,0.0,1299.1,3.5,0
40.0,13901.03,930.91,40.0,0.0,22.0,0.0,3521.8,9.1,1
73.0,3530.94,37304.11,23.0,0.0,4.0,0.0,4179.3,7.7,0
28.0,132.29,1815.26,26.0,0.0,6.0,1.0,2638.3,5.5,1
64.0,11497.59,40733.32,35.0,0.0,0.0,1.0,4308.0,8.5,1
51.0,9517.11,30349.4,27.0,0.0,16.0,0.0,4330.6,3.7,1
69.0,8879.75,25052.83,2.0,1.0,21.0,0.0,3844.2,5.9,1
51.0,4664.29,12160.88,4.0,0.0,10.0,0.0,4669.9,7.7,0
24.0,1357.4,25767.75,29.0,0.0,14.0,0.0,2692.4,8.4,0
19.0,1915.29,48007.2,35.0,0.0,10.0,0.0,2184.1,6.3,1
20.0,7010.9,7996.81,41.0,0.0,13.0,0.0,1395.8,4.1,1
45.0,10345.56,10323.33,44.0,0.0,13.0,0.0,872.1,4.0,1
35.0,7888.11,40012.18,25.0,0.0,22.0,0.0,1142.1,4.5,0
48.0,2881.74,44687.68,37.0,0.0,14.0,0.0,3167.9,3.4,0
25.0,7014.39,44892.42,23.0,0.0,15.0,0.0,2836.4,,1
73.0,13031.13,10220.44,32.0,0.0,6.0,0.0,415.9,1.1,0
18.0,13635.81,47887.59,13.0,1.0,15.0,0.0,242.8,7.5,1
22.0,820.72,27713.01,16.0,,12.0,0.0,1351.6,3.1,0
33.0,114.09,44465.69,22.0,1.0,22.0,0.0,2517.4,4.4,0
30.0,6019.48,38046.88,29.0,0.0,,0.0,4541.1,7.2,1
22.0,3986.2,,21.0,0.0,6.0,0.0,745.5,7.5,1
59.0,745.57,26688.27,7.0,0.0,19.0,1.0,2653.1,8.9,1
28.0,14253.05,43954.0,27.0,1.0,15.0,0.0,233.2,7.3,1
70.0,5080.58,46427.75,43.0,0.0,12.0,0.0,3609.2,7.5,1
39.0,73.72,12478.53,48.0,0.0,1.0,0.0,4864.1,9.5,1
63.0,12228.95,11130.95,35.0,0.0,0.0,0.0,2965.6,9.4,1
,116.81,34153.44,25.0,0.0,3.0,0.0,1173.6,3.4,0
74.0,9964.57,48663.1,45.0,0.0,14.0,1.0,911.6,7.3,1
28.0,9952.43,6255.52,36.0,0.0,3.0,1.0,721.2,9.0,1
72.0,12187.89,33025.06,18.0,0.0,20.0,0.0,1102.6,8.5,0
41.0,5886.65,49906.94,10.0,0.0,5.0,0.0,260.3,3.5,0
58.0,5269.05,12371.92,32.0,1.0,6.0,0.0,4007.7,1.9,0
45.0,8305.12,6087.6,26.0,0.0,11.0,0.0,4413.6,8.0,0
35.0,9973.49,30077.6,31.0,0.0,5.0,0.0,3937.6,1.4,0
37.0,4225.69,23942.02,4.0,1.0,1.0,0.0,287.7,4.0,1
59.0,301.79,629.96,48.0,0.0,7.0,0.0,3241.8,4.6,0
49.0,4373.5,44627.53,12.0,0.0,17.0,0.0,292.0,4.7,0
,9560.23,28980.51,47.0,0.0,0.0,0.0,4120.5,8.8,1
